tj,pers
шабгузаронӣ,شب‌گذرانی
шабгун,شب‌گون
шабдар,شب‌در
шабдарав,شب‌درو
шабдармиён,شب‌درمیان
шабдез,شب‌دیز
шабдиз,شب‌دیز
шабдор,شب‌دار
шабёза,شب‌یازه
шабихун,شب‌خون
шабкор,شب‌کار
шабкорӣ,شب‌کاری
шабкук,شب‌کوک
шабкулоҳ,شب‌کلاه
шабкӯр,شب‌کور
шабкӯрӣ,شب‌کوری
шабмонда,شب‌مانده
шабнавард,شب‌نورد
шабнамо,شب‌نما
шабнамхӯрда,شبنم‌خورده
шабнишин,شب‌نشین
шабнишинӣ,شب‌نشینی
шабоб,شب‌اب
шабовез,شب‌آویز
шабонарӯз,شبانه‌روز
шабонарӯзӣ,شبانه‌روزی
шабонахон,شبانه‌خوان
шаборӯз,شب‌اروز
шаборӯзӣ,ش‌باروزی
шабохун,شب‌اخون
шабошаб,شبا‌شب
шабпаймо,شب‌پیما
шабпараст,شب‌پرست
шабпарвоз,شب‌پرواز
шабпос,شب‌پاس
шабпӯш,شب‌پوش
шабпӯшак,شب‌پوشک
шабрав,شب‌رو
шабранг,شب‌رنگ
шабтоб,شب‌تاب
шабтобон,شب‌تابان
шабтоз,شب‌تاز
шабушак,شب‌شک
шабушзор,شبش‌زار
шабушин,شب‌شین
шабушк,شب‌شک
шабхез,شب‌خیز
шабхезӣ,شب‌خیزی
шабхобӣ,شب‌خوابی
шабхона,شب‌خانه
шабҳангом,شب‌هنگام
шабчара,شب‌چره
шабчаро,شب‌چرا
шабчароғ,شب‌چراغ
шавгун,شو‌گون
шавқангезӣ,شوق‌انگیزی
шавқангезона,شوق‌انگیزانه
шавқафзо,شوق‌افزا
шавқманд,شوق‌مند
шавқмандӣ,شوق‌مندی
шавқнок,شوق‌ناک
шавқовар,شوق‌آور
шавқоварона,شوق‌آورانه
шавқун,شوق‌ون
шавҳаркарда,شوهر‌کرده
шавҳарҷудо,شوهر‌جدا
шавҳаршаванда,شوهر‌شونده
шавшув,شوش‌و
шавшувдор,شوش‌ودار
шағалдор,شغل‌دار
шағалзамин,شغل‌زمین
шағалрехта,شغل‌ریخته
шадидан,شد‌یدا
шайдодил,شیدا‌دل
шайпурнавоз,شیپور‌نواز
шайтонак,شیطان‌ک
шайтонароба,شیطان‌ارابه
шайтонпараст,شیطان‌پرست
шайтонпарастӣ,شیطان‌پرستی
шайтонсифат,شیطان‌صفت
шайтонтерӣ,شیطان‌تیری
шайтонфиреб,شیطان‌فریب
шайтонча,شیطان‌چه
шайхтарош,شیخ‌تراش
шайхулислом,شیخ‌الاسلام
шакалод,شکل‌اد
шакаракбаста,شکرک‌بسته
шакарафшон,شکر‌افشان
шакарафшонӣ,شکر‌افشانی
шакарбарг,شکر‌برگ
шакарбеза,شکر‌بیزه
шакарбодом,شکر‌بادام
шакарбор,شکر‌بار
шакарбура,شکر‌بوره
шакарваш,شک‌روش
шакарвор,شک‌روار
шакаргун,شکر‌گون
шакаргуфтор,شکر‌گفتار
шакаргуфторӣ,شکر‌گفتاری
шакардаҳан,شکر‌دهن
шакардаҳон,شکر‌دهان
шакардон,شکر‌دان
шакарзабон,شکر‌زبان
шакарлаб,شکر‌لب
шакарланг,شکر‌لنگ
шакарлаҳҷа,شکر‌لهجه
шакармаст,شکر‌مست
шакармурӯд,شک‌رمرود
шакарнам,شکر‌نم
шакарнисор,شکر‌نثار
шакаролуд,شکر‌آلود
шакаролуда,شکر‌آلوده
шакаромехта,شکر‌آمیخته
шакарпо,شکر‌پا
шакарфасона,شکر‌فسانه
шакарфурӯш,شکر‌فروش
шакарханда,شکر‌خنده
шакархез,شکر‌خیز
шакархоб,شکر‌خواب
шакархой,شکر‌خای
шакархор,شکر‌خوار
шакарчаш,شکر‌چش
шакарчой,شکر‌چای
шакдор,شک‌دار
шаккарфишон,شکر‌فشان
шаккарфишонӣ,شکر‌فشانی
шаккаршиканӣ,شکر‌شکنی
шаклгирӣ,شکل‌گیری
шаклдиҳӣ,شکل‌دهی
шаклпараст,شکل‌پرست
шаклпарастӣ,شکل‌پرست
шаклсозӣ,شکل‌سازی
шақоватпеша,شقاوت‌پیشه
шақшақа,ش‌قشقه
шалворбанд,شلوار‌بند
шалғамак,شلغم‌ک
шалғамшӯрбо,شلغم‌شوربا
шаллоқкорӣ,شلاق‌کاری
шалоин,شل‌این
шалпарӣ,شل‌پری
шалпӯй,ش‌لپوی
шалҳагӣ,شله‌گی
шалҳидагӣ,ش‌لهیدگی
шамолгардон,شمال‌گردان
шамолгузар,شمال‌گذر
шамолдаро,شمال‌درا
шамолдиҳӣ,شمال‌دهی
шамолзада,شمال‌زده
шамолкаш,شمال‌کش
шамолнок,شمال‌ناک
шамолпанаҳ,شمال‌پنه
шамолпаноҳ,شمال‌پناه
шамолрас,شمال‌رس
шамолсанҷ,شمال‌سنج
шамотат,شما‌تت
шамотатомез,شماتت‌آمیز
шампан,شم‌پن
шамшербадаст,شمشیر‌بدست
шамшергар,شمشیر‌گر
шамшердор,شمشیر‌دار
шамшерёл,شمشیری‌ال
шамшерзабон,شمشیر‌زبان
шамшерзан,شمشیر‌زن
шамшерқалам,شمشیر‌قلم
шамшермонанд,شمشیر‌مانند
шамшермоҳӣ,شمشیر‌ماهی
шамшерсоз,شمشیر‌ساز
шамшодболо,شمشاد‌بالا
шамшодқад,شمشاد‌قد
шамшодқомат,شمشاد‌قامت
шамъгар,شمع‌گر
шамъгарӣ,شمع‌گری
шамъкушак,شمع‌کشک
шамъқайчӣ,شمع‌قیچی
шамърез,شمع‌ریز
шамърезӣ,شمع‌ریزی
шамъсон,شمع‌سان
шамъча,شمع‌چه
шамъчароғ,شمع‌چراغ
шанбалид,شن‌بلید
шанбегӣ,شنبه‌گی
шангина,شن‌گینه
шангула,شن‌گوله
шанғу,شن‌غو
шандаф,شن‌دف
шапалак,ش‌پلک
шаппотӣ,ش‌پاتی
шапшап,شپش‌پ
шарарафшон,شرر‌افشان
шарарбор,شرر‌بار
шарарпош,شرر‌پاش
шарарфишонӣ,شرر‌فشانی
шарафманд,شرف‌مند
шарафнок,شرف‌ناک
шарбатоб,شربت‌آب
шарбатобдиҳӣ,شربت‌آبدهی
шарбатпазӣ,شربت‌پزی
шарбатфурӯш,شربت‌فروش
шарбатфурӯшӣ,شربت‌فروشی
шариатгузор,شریعت‌گذار
шариатдон,شریعت‌دان
шариатпаноҳ,شریعت‌پناه
шариатпарварӣ,شریعت‌پروری
шарикдавлат,شریک‌دولت
шарикдарс,شریک‌درس
шарикона,شریک‌انه
шарикулиҷора,شریک‌الاجاره
шарикулмол,شریک‌المال
шарқиёна,شرق‌یانه
шарқихонӣ,شرقی‌خوانی
шарқшинос,شرق‌شناس
шарқшиносӣ,شرق‌شناسی
шармандавор,شرمنده‌وار
шармгинӣ,شرمگین‌ی
шармгинона,شرمگین‌انه
шармдорандагӣ,شرم‌دارندگی
шармидан,ش‌رمیدن
шармнок,شرم‌ناک
шармовар,شرم‌آور
шармҷой,شر‌مجای
шаробдор,شراب‌دار
шаробдӯст,شراب‌دوست
шаробкаш,شراب‌کش
шаробнӯш,شراب‌نوش
шаробнӯшӣ,شراب‌نوشی
шаробпаз,شراب‌پز
шаробпазӣ,شراب‌پزی
шаробсозӣ,شراب‌سازی
шаробфурӯш,شراب‌فروش
шаробфурӯшӣ,شراب‌فروشی
шаробхона,شراب‌خانه
шаробхора,شراب‌خواره
шаробхорагӣ,شراب‌خوارگی
шаробхӯрӣ,شراب‌خوری
шаробшиносӣ,شراب‌شناسی
шарокатнома,شراکت‌نامه
шарорабарорӣ,شراره‌براری
шарорабор,شراره‌بار
шарорадор,شراره‌دار
шароратомез,شرارت‌آمیز
шароратпеша,شرارت‌پیشه
шарруннос,شر‌الناس
шартан,شرط‌ا
шартбандӣ,شرط‌بندی
шартдор,شرط‌دار
шартикунон,شرتی‌کنان
шартнома,شرط‌نامه
шартшурт,شرت‌شرت
шарҳа,شرح‌ه
шарҳдиҳанда,شرح‌دهنده
шарҳдор,شرح‌دار
шастсола,شصت‌ساله
шатакбандӣ,شتک‌بندی
шатакчӯб,شتک‌چوب
шатрама,شتر‌مه
шатранг,شتر‌نگ
шаттоҳӣ,ش‌طاحی
шафақгун,شفق‌گون
шафақосо,شفق‌آسا
шафақранг,شفق‌رنگ
шафақрухсора,شفق‌رخساره
шафиқона,شفیق‌انه
шафқатомез,شفقت‌آمیز
шафоатгар,شفاعت‌گر
шафоаткунанда,شفاعت‌کننده
шафоатнома,شفاعت‌نامه
шафоатталаб,شفاعت‌طلب
шафоатталабӣ,شفاعت‌طلبی
шафоатхоҳ,شفاعت‌خواه
шафоатхоҳӣ,شفاعت‌خواهی
шафтаранг,شفت‌رنگ
шафтолугин,شفتالو‌گین
шафтолугӣ,شفتالو‌گی
шафтолугул,شفتالو‌گل
шафтолузор,شفتالو‌زار
шафтолуқоқ,شفتالو‌قاق
шафтолуоб,شفتالو‌آب
шафтолуранг,شفتالو‌رنگ
шахдаст,شخ‌دست
шахзамин,شخ‌زمین
шахкамон,شخ‌کمان
шахсиятпараст,شخصیت‌پرست
шахсиятпарастӣ,شخصیت‌پرستی
шахсоният,شخص‌انیت
шахспарастӣ,شخص‌پرستی
шахудан,ش‌خودن
шахҷилав,شخ‌جلو
шахшуда,شخ‌شده
шахшӯл,شخ‌شول
шахшӯлӣ,شخ‌شولی
шаҳбайт,ش‌هبیت
шаҳватангез,شهوت‌انگیز
шаҳватнок,شهوت‌ناک
шаҳватомез,شهوت‌آمیز
шаҳватпарастӣ,شهوت‌پرستی
шаҳватпарастона,شهوت‌پرستانه
шаҳдбор,شهد‌بار
шаҳдгуфтор,شهد‌گفتار
шаҳдханд,شهد‌خند
шаҳзодагӣ,شه‌زادگی
шаҳлочашм,شهلا‌جشم
шаҳлут,شه‌لوت
шаҳнишин,شه‌نشین
шаҳодатгоҳ,شهادت‌گاه
шаҳодатнома,شهادت‌نامه
шаҳрафрӯз,شهر‌افروز
шаҳрдида,شهر‌دیده
шаҳриварӣ,شهر‌یوری
шаҳриёна,شهر‌یانه
шаҳрнишин,شهر‌نشین
шаҳророӣ,شهر‌آرایی
шаҳроҳ,شهر‌اه
шаҳрошӯб,شهر‌آشوب
шаҳрошӯбона,شهرآشوب‌انه
шаҳрух,شهر‌خ
шаҳррӯд,شهر‌رود
шаҳрӯд,شهر‌ود
шаҳрсоз,شهر‌ساز
шаҳртош,شهر‌تاش
шаҳрча,شهر‌چه
шаҳсутун,ش‌هستون
шаҳҷӯй,ش‌هجوی
шаҳшароб,شه‌شراب
шаҷаранавис,شجره‌نویس
шашбела,شش‌بیله
шашгӯша,شش‌گوشه
шашдонг,شش‌دانگ
шашкабозӣ,شش‌کهبازی
шашкарата,شش‌کرته
шашкаратӣ,شش‌کرتی
шашкунҷа,ش‌شکنجه
шашқабата,شش‌قبطه
шашқатор,شش‌قطار
шашмақом,شش‌مقام
шашметра,شش‌متره
шашметрӣ,شش‌متری
шашмоҳа,شش‌ماهه
шашмоҳагӣ,شش‌ماهگی
шашошёна,شش‌آشیانه
шашрӯза,شش‌روزه
шашрӯя,شش‌رویه
шашсадум,شش‌صدم
шашсадумин,شش‌صدمین
шашсарӣ,شش‌سری
шашсоата,شش‌ساعته
шашсоатӣ,شش‌ساعتی
шашсола,شش‌ساله
шашсолагӣ,شش‌سالگی
шашсолӣ,شش‌سالی
шаштарафа,شش‌طرفه
шаштира,شش‌تیره
шаштогӣ,شش‌تاگی
шаштоӣ,شش‌تایی
шашҳазорӣ,شش‌هزاری
шашҳарба,شش‌حربه
шашҷилда,شش‌جلده
шашҷилдӣ,شش‌جلدی
шаъбадабозӣ,شعبده‌بازی
шаърпӯш,شعر‌پوش
шебидан,شیبی‌دن
шевагарӣ,شیوه‌گری
шевагӣ,ش‌یوگی
шевашинос,شیوه‌شناس
шевашиносӣ,شیوه‌شناسی
шевозабон,شیوا‌زبان
шербача,شیر‌بچه
шербозу,شیر‌بازو
шербон,شیر‌بان
шерваш,شیر‌وش
шервонипӯш,شیروانی‌پوش
шервор,شیر‌وار
шергир,شیر‌گیر
шердилӣ,شیر‌دلی
шердилона,شیر‌دلانه
шерзӯр,شیر‌زور
шермонанд,شیر‌مانند
шерозабандӣ,شیرازه‌بندی
шерозадӯз,شیرازه‌دوز
шерона,شیر‌انه
шеросо,شیر‌آسا
шерпаланг,شیر‌پلنگ
шерсаг,شیر‌سگ
шерсон,شیر‌سان
шертавон,شیر‌توان
шерфаш,شیر‌فش
шершикор,شیر‌شکار
шефтадил,شیفته‌دل
шефтан,شیفت‌ن
шеҳакашӣ,شیهه‌کشی
шеъргӯӣ,شعر‌گویی
шеърдон,شعر‌دان
шеърдонӣ,شعر‌دانی
шеърдузд,شعر‌دزد
шеърдӯст,شعر‌دوست
шеърдӯстӣ,شعر‌دوستی
шеърият,شعر‌یت
шеърнавис,شعر‌نویس
шеърнависӣ,شعر‌نویسی
шеъррас,شعر‌رس
шеърсарой,شعر‌سرای
шеъртироз,شعر‌طراز
шеърфаҳм,شعر‌فهم
шеърфаҳмӣ,شعر‌فهمی
шеърхон,شعر‌خوان
шеършинос,شعر‌شناس
шеършиносӣ,شعر‌شناسی
шиамазҳаб,شیعه‌مذهب
шибарзамин,ش‌برزمین
шибаршавӣ,شبر‌شوی
шибирғонӣ,ش‌برغانی
шибоғ,شب‌اغ
шибрам,شب‌رم
шибурғонӣ,ش‌برغانی
шиварзамин,شور‌زمین
шивиршивир,شویر‌شویر
шигифтидан,شگفتی‌دن
шикамбанд,شک‌مبند
шикамбанда,شکم‌بنده
шикамбандагӣ,شکم‌بندگی
шикамгирифта,شکم‌گرفته
шикамгирифтагӣ,شکم‌گرفتگی
шикамгурусна,شکم‌گرسنه
шикамдам,شک‌مدم
шикамдард,شکم‌درد
шикамдор,شک‌مدار
шикамкалон,شکم‌کلان
