tj,pers
Хуан Карлос Бленхио,خوان کارلوس بلنگو
Хуан Карлос Бурбано,جان کارلوس بوربانو
Хуан Карлос Валерон,خوان کارلوس والرون
Хуан Карлос Виламайор,خوان کارلوس بییامایر
Хуан Карлос Гарсия (футболбози ҳондурасӣ),خوان کارلوس گارسیا (بازیکن فوتبال اهل هندوراس)
Хуан Карлос Гонсалес,خوان کارلوس گونزالس
Хуан Карлос Де Лима,خوان کارلوس دی لیما
Хуан Карлос Докабо,خوان کارلوس داکابو
Хуан Карлос Домингес (футболбоз),خوان کارلوس دومینگز (بازیکن فوتبال)
Хуан Карлос Дуке,خوان کارلوس دوکه
Хуан Карлос Ибанйес,خوان کارلوس ایبانز
Хуан Карлос Кабалеро,خوان کارلوس کابایرو
Хуан Карлос Калво,خوان کارلوس کالوو
Хуан Карлос Карденас,خوان کارلوس کاردناس
Хуан Карлос Кароне,خوان کارلوس کرون
Хуан Карлос Каррисо,خوان کارلوس کاریزو
Хуан Карлос Карседо,خوان کارلوس کارسدو
Хуан Карлос Кастила,خوان کارلوس کاستیا (بازیکن فوتبال)
Хуан Карлос Корассо,خوان کارلوس کرازو
Хуан Карлос Ксенторикй,خوان کارلوس کزنتروکی
Хуан Карлос Лескано,خوان کارلوس لسکانو
Хуан Карлос Лоренсо,خوان کارلوس لورنزو
Хуан Карлос Малдонадо,خوان مالدونادو (بازیکن فوتبال، زاده ۱۹۸۶)
Хуан Карлос Мандия,خوان کارلوس ماندیا
Хуан Карлос Мартин Коррал,خوان کارلوس (زاده ۱۹۸۸)
Хуан Карлос Менсегуэс,خوان کارلوس منگوز
Хуан Карлос Молина (футболбоз),خوان کارلوس مولینا (بازیکن فوتبال)
Хуан Карлос Морено Родригес,خوان کارلوس مورنو (بازیکن فوتبال)
Хуан Карлос Морено Рохо,کارلیتوس (بازیکن فوتبال، زاده مارس ۱۹۸۵)
Хуан Карлос Морроне,خوان کارلوس مورون
Хуан Карлос Мунйос,خوان کارلوس مونیز
Хуан Карлос Муруа,خوان کارلوس مورا
Хуан Карлос Олаве,خوان کارلوس الوه
Хуан Карлос Оленяк,خوان کارلوس اولنیک
Хуан Карлос Ортис Падила,خوان کارلوس اورتیز
Хуан Карлос Осорио,خوان کارلوس اوسوریو
Хуан Карлос Паредес,خوان کارلوس پاردز
Хуан Карлос Портило Гонсалес,خوان کارلوس پورتیلو (بازیکن فوتبال، زاده ۱۹۷۰)
Хуан Карлос Посо,خوان کارلوس پوزو
Хуан Карлос Реал Руис,خوان کارلوس رئال
Хуан Карлос Риос Видал,کارلوس ریوس
Хуан Карлос Рохо,خوان کارلوس روجو
Хуан Карлос Санчес,خوان کارلوس سانچز
Хуан Карлос Санчес Мартинес,خوان کارلوس (زاده ۱۹۸۷)
Хуан Карлос Себалос,خوان چبالوس
Хуан Карлос Сиснерос,خوان کارلوس سیسنروس
Хуан Карлос Сконфянса,خوان کارلوس سافیانزا
Хуан Карлос Стаускас,خوان کارلوس استاوسکاس
Хуан Карлос Тоуринйо,خوان کارلوس تورینیو
Хуан Карлос Требукк,خوان کارلوس تربوک
Хуан Карлос Унсуэ,خوآن کارلوس اونزوئه
Хуан Карлос Фалкон,خوان کارلوس فالکن
Хуан Карлос Феррейра,خوان کارلوس فررا
Хуан Карлос Франко,خوان کارلوس فرانکو
Хуан Карлос Эредия,خوان کارلوس هردیا
Хуан Каррикондо,خوانیو (بازیکن فوتبال، زاده ۱۹۷۷)
Хуан Касадо,خوان کاسادو
Хуан Кассини,خوان کاسینی
Хуан Керо,خوان کوئرو
"Хуан Кирога (футболбоз, тав. 1982)",خوان کیروگا (بازیکن فوتبال، زاده ۱۹۸۲)
Хуан Кобян,خوان کوبیان
Хуан Кортиняс Мендес,ژوانین (بازیکن فوتبال، زاده ۱۹۲۵)
Хуан Круз Армада,خوان کروز (بازیکن فوتبال، زاده ۱۹۹۲)
Хуан Круз Гилл,خوان کروز گیل
Хуан Круз Капроф,خوان کروز کاپور
Хуан Круз Комар,خوان کمر
Хуан Круз Очоа,خوان کروز اوچوا
Хуан Круз Реал,خوان کروز رئال
Хуан Круз Сол,خوان کروز سول
Хуан Круповиэса,خوان کروپوویسا
Хуан Куадрадо,خوان کوادرادو
Хуан Куартероне,خوان کوارترونه
Хуан Кутилас,خوان کوتیلاس
Хуан Куэвас,خوان کوئواس
Хуан Ландайда,خوان لاندایدا
Хуан Легаррета,خوان لگارتا
Хуан Лопес Ита,خوان هیتا
Хуан Лосано,خوان لوزانو
Хуан Луис Гирадо,خوان لوئیس گیرادو
Хуан Луис Мора,خوان لوئیس مورا (زاده ۱۹۷۳)
Хуан Луке Де Серралонга,خوان لوکه د سرالونگا
Хуан Луна Эслава,لونا اساوا
Хуан Маглио,خوان ماگلیو
Хуан Маккечни,خوان مک‌کنی
Хуан Малдонадо Жаинес,خوان مالدونادو جایمز
Хуан Мануэл Асенси,خوان مانوئل آسنسی
Хуан Мануэл Асконсабал,خوان مانوئل ازکانزابال
Хуан Мануэл Барриэнтос,خوان مانوئل بارینتوس
Хуан Мануэл Бордаберрй,خوان مانوئل بوردابری
Хуан Мануэл Варгас,خوان مانوئل وارگاس
Хуан Мануэл Вареа,خوان مانوئل واریا
Хуан Мануэл Вила,خوان مانوئل بییا
Хуан Мануэл Вяле,خوان مانوئل ویرا
Хуан Мануэл Гарсия Гарсия,یوانما (بازیکن فوتبال، زاده ۱۹۹۳)
Хуан Мануэл Инсаурралде,خوان مانوئل اینسورالده
Хуан Мануэл Кавало,خوان مانوئل کاوالو
Хуан Мануэл Кеведо,خوان مانوئل کودو
Хуан Мануэл Кобели,خوان مانوئل کوبلی
Хуан Мануэл Кобо,خوان مانوئل کوبو
Хуан Мануэл Кортес,خوان مانوئل کورتس
Хуан Мануэл Лобато Лобато,خوان مانوئل لوباتو
Хуан Мануэл Лоп,خوان مانوئل لوپ
Хуан Мануэл Лопес (футболбоз),خوان مانوئل لوپز
Хуан Мануэл Лусеро,خوان مانوئل لوسرو
Хуан Мануэл Маритал,خوان مانوئل ماریتال
Хуан Мануэл Мартинес,خوان مانوئل مارتینز
Хуан Мануэл Мунафо Орта,خوان مانوئل مونافو هورتا
Хуан Мануэл Мунйос,خوان مونیوس (بازیکن فوتبال، زاده ۱۹۸۵)
Хуан Мануэл Наваррете,خوان مانوئل ناوارته
Хуан Мануэл Оливарес (футболбоз),خوان مانوئل اولیوارس (بازیکن فوتبال)
Хуан Мануэл Оливера,خوان مانوئل اولیورا
Хуан Мануэл Павон,خوان مانوئل پاوان
Хуан Мануэл Перес,خوان مانوئل پرز
Хуан Мануэл Перило,خوان مانوئل پریلو
Хуан Мануэл Родригес Домингес,یوانما (بازیکن فوتبال، زاده ۱۹۷۲)
Хуан Мануэл Тевес,خوان مانوئل چاوز
Хуан Мануэл Торрес,خوان مانوئل تورس
Хуан Мануэл Фуэнтес,خوان مانوئل فوئنتس
Хуан Мануэл Эрбела,خوان مانوئل هربلا
Хуан Маркариэ,خوان مارکاری
Хуан Мартин Амиэва,خوان مارتین امیوا
Хуан Мартин Каделаго,خوان مارتین کادلاگو
Хуан Мартин Лусеро,خوان مارتین لوسرو
Хуан Мартин Пиэтравало,خوان مارتین پیتروالو
Хуан Мартинес Мартинес,کاسوکو
Хуан Мата,خوان ماتا
Хуан Матиас Богадо,خوان ماتیاس بوگادو
Хуан Матиас Фискер,خوان ماتیاس فیشر
Хуан Мерино,خوان مرینو
Хуан Мигел Хайне,خوان میگل جیمی
Хуан Милан,خوان میلان
Хуан Монтес,خوان مونتس
Хуан Монхардин,خوان مونخاردین
Хуан Морено Фернандес,خوان مورنو (بازیکن فوتبال)
Хуан Мунйис,خوان مونیز (بازیکن فوتبال زاده ۱۹۹۲)
Хуан Мунйос Мунйос,خوان مونیوس (بازیکن فوتبال، زاده ۱۹۹۵)
Хуан Муссо,خوان موسو
Хуан Мухика,خوان موجیکا
Хуан Неира,خوان نیرا
Хуан Оберг,خوان هوهبرگ
Хуан Овиэдо (футболбоз),خوان اوویدو (بازیکن فوتبال)
Хуан Охеда,خوان اوجدا (بازیکن فوتبال آرژانتین)
Хуан Пабло Авенданйо,خوان پابلو اوندانیو
Хуан Пабло Ангел,خوان پابلو آنخل
Хуан Пабло Гарат,خوان پابلو گرات
Хуан Пабло Каррисо,خوان پابلو کاریزو
